Job_offer,Label
"Cerchiamo professionisti da inserire in progetti di consulenza applicativa e di sviluppo software con le principali tecnologie.
   Collaboriamo con i principali Player di mercato che operano in ambito Telco, Banking, Insurance ed Energy, Industry, ecc,ecc.",Programmer
"Manpower è una compagnia eticamente responsabile. Il servizio è gratuito. I candidati ambosessi (L.903/77 - D.Lgs. n.198/2006) sono invitati a leggere l'informativa Privacy su www.manpower.it Aut. Min. Prot. N. 1116 - SG - del 26/11/04.
   Il titolare della registrazione e/o candidatura dichiara di essere a conoscenza delle sanzioni penali previste in caso di dichiarazioni mendaci o contenenti dati non più rispondenti a verità come previsto dal D.P.R. nº445 del 28.12.2000",Java Developer
"Digitality Consulting sta selezionando nuove risorse motivate da inserire in uno stage formativo della durata di 2 mesi con successiva certificazione Salesforce propedeutica all'assunzione ed il placement in consulenza su nostri primari System Integrator Partner.
   Il corso prevede la docenza e le esercitazioni riguardanti il percorso Salesforce Administrator e Salesforce Platform Developer I.
   Il profilo che ricerchiamo è quello di programmatore junior con una forte passione per il digitale. Si valuteranno sia neodiplomati che neolaureati in discipline informatiche che siano al momento inoccupati.",Programmer
"Sistemista Windows

   La risorsa lavorerà in parte da remoto e in parte presso Clienti, dovrà raccogliere e gestire nuove richieste, occupandosi marginalmente di aspetti consulenziali a supporto del Cliente.",System Analyst
La risorsa ideale dovrà in ogni caso essere disponibile a spostarsi in caso di necessità anche sull' HUB di Pomigliano D'Arco (NA).,Programmer
Sviluppatore/Developer React Agile,Programmer
"Siamo urgentemente alla ricerca di uno SVILUPPATORE FULLSTACK con un forte background tecnico che sarà responsabile dello sviluppo di componenti sia front-end che back-end di applicazioni web, inclusi modelli di database e API, assicurerà la reattività delle applicazioni e l'ottimizzazione multipiattaforma, garantendo sicurezza e protezione dei dati e integrità, tra gli altri doveri.",Web Developer
"La risorsa è il responsabile dell'installazione, configurazione e manutenzione dei sistemi informatici

   Attività:
   * Gestione dell'infrastruttura informatica, dei sistemi operativi e delle reti aziendali;
   * Installazione e configurazione di hardware e software;
   * Monitoraggio e analisi performance del sistema informatico e delle reti dati;
   * Manutenzione ordinaria dei sistemi (aggiornamenti, installazione di sistemi di backup);
   * Risoluzione di problemi/guasti tecnici;
   * Supporto e assistenza allo staff per problematiche hardware e software.",System Analyst
"Siamo alla ricerca di Web Developer Junior da inserire in team design e development specializzato in branding e web design. Sede di lavoro a Bergamo (Colognola), orari flessibili, possibilità di crescere insieme in questo settore e in spin-off dedicato all'action sport. Main agency 1000ml.design Spin-off assedigital.com Competenze richieste: * PHP / MySQL (non utilizziamo Wordpress) * HTML/CSS/JavaScript base (nessun framework JS necessario) * Conoscenza della lingua inglese (a livello tecnico). * Passione per il web, sviluppo, design. * Curiosità e voglia di imparare. Competenze desiderate ma non fondamentali (le affronteremo assieme strada facendo): * Laravel (OOP/MVC) * SASS/SCSS (principalmente Bootstrap) * Webpack * VueJS * Git",Web Developer
"Il percorso, progettato da Experis Academy in collaborazione con COMAU, ha come obiettivo quello di fornire le competenze per formare la figura professionale del programmatore di sistemi automatizzati 4.
   .
   Il programmatore 4.
   sviluppa la logica di controllo dei robot, gestisce i componenti elettronici dei più moderni sistemi di automazione quali PLC, HMI, Motion control ecc., al fine di collaborare alla progettazione di macchine automatiche.
   Il corso, a seguito del superamento di esami tecnico-pratici, permetterà il conseguimento di 3 certificazioni tecniche.
   U&P, Fieldbus e Programmatore 4., Human & Technology Training Center di Reggio Emilia.
   INSEGNAMENTI PRINCIPALI Scenario e tecnologie dell'Industry 4.
   Definizione del ruolo del programmatore 4.
   Robot Industriali.
   uso e programmazione ''Virtual'' su RoboSIM Linguaggio di programmazione Phyton ed utilizzo per il controllo su robot E.
   o Logica PLC con focus su linguaggio LD Fieldbus e I/O Communication.
   come far comunicare robot, PLC e ambienti esterni Strumenti e criteri di self-effectiveness Project Management e Time Management Pratica in laboratorio su robot COMAU Perché scegliere Experis Academy? Docenza di alta qualità con professionisti del settore Approccio pratico tramite esercitazioni ed approfondimenti Networking con le nostre aziende partner e con i compagni di corso Rilascio di un certificato Open Badge digitale personale, riconosciuto a livello internazionale Conseguimento di 3 certificazioni tecniche.",System Analyst
"n. 1: Sviluppatore applicazioni Java (Middle)

   La retribuzione verrà valutata, in fase di colloquio, in relazione all'effettiva conoscenza e seniority del candidato nella posizione richiesta.

   La sede di lavoro è a Roma. L'attività potrà essere svolta inizialmente in Smart Working (in ottemperanza ai DCPM / DL vigenti per il contenimento della pandemia Covid-19) e successivamente a Roma, presso la sede del cliente.",Web Developer
La risorsa sarà inserita nel team per lo sviluppo dell'informatizzazione interna e risponderà direttamente al Responsabile IT.,Web Developer
"ARGO LOGICA, società di informatica, fornisce consulenza in termini di progettazione, analisi, sviluppo, e gestione di applicazioni nelle diverse aree dell'Information Technology : Sistemi ERP, in modo particolare nell'area SAP, system integration, business intelligence, data warehouse e web applications.
   Nell'ottica di un ulteriore sviluppo siamo alla ricerca di 1 Sviluppatore . Net Core",Java Developer
"La risorsa sarà inserita all'interno dell'ufficio sviluppo e, in affiancamento al tutor, si occuperà di attività di sviluppo software.",Software Engineer
"La figura riporterà direttamente al Sftw&Hdw Platforms Manager, inserendosi all'interno dell'Ufficio Tecnico composto da 11 risorse.
   Si occuperà dello sviluppo e dell'implementazione delle soluzioni IoT industriali end-to-end.

   Compiti e responsabilità:
   * Identificare e documentare la struttura di destinazione dell'IoT per l'organizzazione
   * Applicare la conoscenza della tecnologia di comunicazione, dei computer Edge e gateway, dei server, dell'architettura di rete, del cloud computing e dello sviluppo di applicazioni software per progettare e implementare soluzioni digitali
   * Apprendere, applicare, pianificare e collaborare con risorse esterne all'azienda nell'esecuzione di soluzioni

   Si interfaccerà frequentemente con il Product Manager, i team interfunzionali interni e i rappresentanti dei clienti.
   Saranno richieste periodiche trasferte presso l'Headquarter a Schio (VI)",Software Engineer
"QIBIT, divisione ICT di Gi Group S.p.A., Agenzia per il Lavoro (Aut. Min. 26/11/04 Prot. n. 1101-SG), è specializzata nella selezione, formazione, inserimento e sviluppo professionale dei profili IT per il mercato italiano., La risorsa, inserita nel Dipartimento IT sarà di supporto nella gestione di tutti gli elementi hardware e software in uso, garantendo il perfetto funzionamento delle infrastrutture informatiche. In particolare si occuperà di:

   · Avviare il sistema di ticketing fornendo il supporto 1° livello e affinando le impostazioni

   · Monitoraggio richieste utenti

   · Modifiche sw esistenti

   · Installazione nuovi sw

   · Risoluzione di problemi relativi alle prestazioni dei sistemi informatici

   · Redazione della relativa documentazione tecnica",System Analyst
"· gestire e monitorare le infrastrutture IT (server e client)
   · gestire il networking e la telefonia Voip (fissa e mobile)
   · fornire supporto e manutenzione ai Server Aziendali
   · gestire le configurazioni e i sistemi di sicurezza delle informazioni negli ambiti di competenza",System Analyst
"In collaborazione con il Team di sviluppatori, ti occuperai delle attività di sviluppo e implementazione di nuove funzionalità del prodotto.

   Avrai la possibilità di entrare a far parte di un Team di programmatori che adotta quotidianamente una metodologia Agile nello svolgimento dei compiti al fine di portare a termine con successo, e nel rispetto delle tempistiche, i diversi task assegnati., Da noi ogni proposta è valutata e accolta nell'ottica di poterci migliorare in maniera continuativa; non ci soffermiamo ai target già raggiunti ma puntiamo al miglioramento costante, alla continua ricerca di nuovi stimoli e nuove strade da percorrere.

   All'interno del Gruppo K2, PNP (www.pnp-tech.com) è l'azienda specializzata nelle quattro aree tecnologiche legate alla gestione dell'informazione; SAP®, IoT, GIS e DevOps.

   Rispondiamo ai bisogni concreti dei nostri clienti con competenza e passione.

   Investiamo nello sviluppo di soluzioni innovative e nella formazione tecnica del nostro personale al fine di offrire performance tra le più alte del mercato.",Java Developer
"La risorsa si occuperà principalmente di definire ed applicare le migliori pratiche di analisi, progettazione, sviluppo, e manutenzione di progetti informatici, applicativi e software a supporto del business.",Programmer
"Il percorso, progettato da Experis Academy in collaborazione con COMAU, ha come obiettivo quello di fornire le competenze per formare la figura professionale del programmatore di sistemi automatizzati 4.
   .
   Il programmatore 4.
   sviluppa la logica di controllo dei robot, gestisce i componenti elettronici dei più moderni sistemi di automazione quali PLC, HMI, Motion control ecc., al fine di collaborare alla progettazione di macchine automatiche.
   Il corso, a seguito del superamento di esami tecnico-pratici, permetterà il conseguimento di 3 certificazioni tecniche.
   U&P, Fieldbus e Programmatore 4., Human & Technology Training Center di Reggio Emilia.
   INSEGNAMENTI PRINCIPALI Scenario e tecnologie dell'Industry 4.
   Definizione del ruolo del programmatore 4.
   Robot Industriali.
   uso e programmazione ''Virtual'' su RoboSIM Linguaggio di programmazione Phyton ed utilizzo per il controllo su robot E.
   o Logica PLC con focus su linguaggio LD Fieldbus e I/O Communication.
   come far comunicare robot, PLC e ambienti esterni Strumenti e criteri di self-effectiveness Project Management e Time Management Pratica in laboratorio su robot COMAU Perché scegliere Experis Academy? Docenza di alta qualità con professionisti del settore Approccio pratico tramite esercitazioni ed approfondimenti Networking con le nostre aziende partner e con i compagni di corso Rilascio di un certificato Open Badge digitale personale, riconosciuto a livello internazionale Conseguimento di 3 certificazioni tecniche.",System Analyst
"Itconsulting seleziona Senior Java Developer per un'importante multinazionale specializzata nel settore ICT. Cerchiamo sviluppatori con una significativa esperienza professionale di almeno 3 anni in progettazione e sviluppo di applicazioni Enterprise. Vogliamo inserire le nostre risorse in progetti altamente performanti dal carattere internazionale, in cui si andranno ad utilizzare tutte le ultime tecnologie e si lavorerà in Metodologia Agile.",Java Developer
Damper Sistemi di PerinzanoDaniele,System Analyst
"Il candidato che stiamo cercando ricoprirà il ruolo di Programmatore Java, Nello specifico, la persona si occuperà di:
   *Sviluppo back-end su architettura blockchain;
   *Sviluppo di progetti concordati con il CTO;
   *Realizzazione in autonomia di progetti innovativi e stimolanti;
   *Partecipazione a progetti di sviluppo mirati ad integrare tecnologie e strumenti diprogrammazione java lato back-end",Java Developer
"La risorsa si occuperà dell'attività di sviluppo Firmware per sistemi embedded basati su microcontrollori a 32 bit ARM Cortex, per applicazioni industriali in ambito Oil & Gas.

   Il candidato verrà inserito all'interno del team Ricerca e Sviluppo ed avrà la responsabilità della creazione dello schema elettrico dei dispositivi partendo dalle specifiche del prodotto e dell'esecuzione delle prove per la verifica delle specifiche sui prototipi. Fornirà i parametri fondamentali per la scelta dei componenti elettronici da utilizzare e le linee guida per la stesura del Layout del PCB.

   Si occuperà di risolvere le problematiche di compatibilità elettromagnetica, analizzare, progettare e validare i prodotti del catalogo.

   In particolare, l'attività prevede lo sviluppo Moduli elettronici Hot-Plug in architettura ""Ridondata""; sviluppo driver per display LCD/TFT; sviluppo driver per schede di comunicazione su bus I2C, SPI, RS232, TCP/IP, CAN; sviluppo applicativi su Sistemi Operativi Real Time. Capacità di analisi, verifica (debug) e integrazione.",Software Engineer
"Per azienda Associata di Osimo ricerchiamo n. 1 persona da inserire, con le seguenti caratteristiche",Programmer
"descrizione Randstad Technologies, divisione specializzata nella ricerca e selezione di profili IT di Randstad Italia, cerca professionisti che desiderano lavorare su progetti innovativi e nuove tecnologie e che condividono il forte orientamento dell'azienda al lavoro di gruppo.Per importante realtà multinazionale di primo livello operante in ambito Finance con Divisioni tecnologiche avanzate, stiamo ricercando un/a PowerBI DeveloperRequisiti:Laurea in Ingegneria Informatica o Diploma ad indirizzo tecnico-informaticoConoscenza Power Apps e Power AutomateEsperienza nella realizzazione di soluzioni per scenari di collaboration e automation integrate con Office365 (Teams, SharePoint Online, Power BI,…)Competenze gradite e trasversali: Team-workingProblem-solvingOrientamento al raggiungimento degli obiettiviCosa viene offerto: Contratto a tempo indeterminatoRange salary commisurato all'esperienza Contesto moderno ed internazionaleSede: BariLa ricerca è rivolta a candidati di entrambi",Web Developer
"Per importante realtà specializzata nell'industrializzazione e produzione articoli del settore lusso e moda selezioniamo n. 1 SISTEMISTA IT che, interfacciandosi coi consulenti del gestionale interno, si occuperà di configurazione PC, cellulari, gestione e amministrazione rete aziendale, posta elettronica, password e antivirus, supportando il personale nelle problematiche quotidiane. Si richiedono conoscenza di installazione hardware e software, preferibilmente conoscenza base di DB, MySQL e HTML, disponibilità a trasferte di un paio di giorni al mese. Contratto a tempo determinato, con scopo assunzione. Sede di lavoro Viterbo., HELP-DESK 28/06/2021 | Informatica | RM Per azienda ICT cerchiamo n. 1 HELP-DESK con almeno 1-2 anni d'esperienza su sistema operativi Windows, da adibire alla configurazione, manutenzione, installazione pc, hardware e sistemi operativi, presidio settimanale presso cliente del settore servizi con 10-50 pc in zona Roma. Contratto di somministrazione part-time, con possibilità di proroghe. SVILUPPATORE JAVA JUNIOR 24/06/2021 | Informatica | RM Per importante azienda ICT in zona Roma Eur (RM) cerchiamo n. 1 SVILUPPATORE JAVA JUNIOR con esperienza, titolo di studio informatico, conoscenza approfondita di Java e framework quali Spring e Spring Boot, buone capacità organizzative, orientamento al cliente, problem solving e flessibilità. Si offre contratto di somministrazione a tempo determinato full-time, a scopo assunzione. PROGRAMMATORE .NET 08/06/2021 | Informatica | RM Per importante azienda cliente di prodotti e soluzioni per comunicazione audio e video, cerchiamo
   PROGRAMMATORE .NET da inserire in un team altamente specializzato di progettazione, partecipando attivamente alle fasi di sviluppo software creando soluzioni su misura in linguaggio .Net. Si richiedono diploma o laurea a indirizzo informatico, competenze di sviluppo Microsoft .Net, C#, JavaScript, HTML e CSS, dimestichezza di creazione e gestione strutture su database relazionale SQL/MySQL, utilizzo piattaforma open source Angular JS, esperienza e disponibilità immediata. Zona di lavoro Roma (RM). RAL commisurata all'esperienza.",System Analyst
"Per il nostro Technical Department stiamo cercando 2 JUNIOR DEVELOPER da inserire in un team di lavoro giovane e dinamico che si occupa della manutenzione, delle evolutive e dell'assistenza relative al software proprietario di Document Management.

   Quali attività svolge il Junior Developer in Faber System?
     * Sviluppa e integra soluzioni e servizi, in accordo con i Responsabili del progetto e seguito costantemente dagli stessi;
     * Risolve ticket di assistenza nel rispetto degli SLA contrattuali e garantendo sempre la qualità del lavoro svolto;
     * Predispone documentazione di dettaglio relativamente alle assistenze svolte e i progetti su cui viene coinvolto.",Software Engineer
"Collocata in un team di sviluppo agile del cliente, la risorsa selezionata parteciperà a sfidanti progetti in ambito Domotica e IoT Integration. In particolare, sarà incaricata del disegno e dell'implementazione di nuovi componenti e funzionalità embedded, basate su stack Linux e C/C++.",Web Developer
La figura professionale ricercata si occuperà do sviluppo software e gestione della rete aziendale.,Programmer
"Job Select, società di Ricerca e Selezione del Personale ed Ente Accreditato dalla Regione Veneto, ricerca per nota Società di Consulenza con più sedi in Italia: NEODIPLOMATO/A in SISTEMI INFORMATIVI AZIENDALI (ex ragioneria indirizzo informatico) La risorsa selezionata sarà inserita all'interno di un team già consolidato e, dopo un iniziale periodo di affiancamento e formazione, si occuperà dello sviluppo ERP lavorando principalmente sulla parte finance del gestionale. Il candidato verrà inserito in un percorso di stage a scopo assunzione a tempo indeterminato. Sede di lavoro: Treviso Orario: full-time Gli interessati possono candidarsi cliccando il tasto ACCEDI del nostro sito, indicando il codice di riferimento annuncio VNS. Job Select srl, Società di ricerca e selezione del personale (Aut. Minist.13/1/0028084/03.01) e Agenzia Accreditata dalla Regione Veneto ai servizi per l'impiego (L075) e Organismo accreditato alla formazione continua e superiore (nr. A - 0565 L.R.",System Analyst
"Le risorse saranno inserite in un contesto altamente stimolante, all'interno di un team di sviluppatori esperti e si occuperanno di attività di analisi, progettazione, programmazione, manutenzione e gestione di applicazioni desktop e server.",Java Developer
"Job summary Parola chiave: digitalizzazione! Uno dei principali obiettivi di ECTM è rivoluzionare in chiave digitale il mondo dell'edilizia, andando a trasformare uno dei settori meno digitalizzati. Cerchiamo quindi un Programmatore proattivo, entusiasta e dinamico per progettare, sviluppare e gestire innovative architetture web articolate in microservizi. E non è finita qui. Se curiosità e passione per lo sviluppo tecnologico-digitale ti caratterizzano, in qualità di Programmatore potrai metterti alla prova nell'ideazione, nella creazione e nel lancio di soluzioni web innovative, dando vita a una visione inedita e non convenzionale di Rete al servizio dell'Edilizia e del settore ingegneristico. Lavorando in Agile supporterai la tua squadra nelle varie fasi di lavoro, raggiungendo con il team obiettivi a lungo termine. Sarai parte di ECTM e ne condividerai ambizioni e progressi sviluppando nuovi prodotti digitali. Cosa cerchiamo in te? Ecco le principali tecnologie che
   utilizzerai e i requisiti fondamentali per lavorare insieme a noi, senza mai smettere di creare, progettare, divertirti. Angular Laravel PHP Microservizi Mysql  Nice to have: docker, Redux, react.Credere nelle tue proposte e nelle tue scelte: ricorda che non lavorerai solo per ECTM ma insieme a ECTM. I progetti ai quali prenderai parte saranno anche frutto delle tue intuizioni. Capacità di proporre e trasmettere al tuo team di lavoro idee, opinioni e soluzioni. Propensione a costruire una visione strategica d'insieme delle varie mansioni che ti verranno assegnate. Capacità di comprendere e condividere con la tua squadra i feedback del responsabile senior e delle varie figure con le quali ti confronterai. È richiesta la presenza su Roma. Valuteremo la possibilità di remote working parziale più avanti, ora abbiamo bisogno di te qui!Team Il tuo team è attualmente composto da 5 programmatori coordinati da un Lead Developer. Ma non lavorerai solo con loro! I
   progetti ai quali prenderai parte infatti ti permetteranno di interfacciarti quotidianamente con Project Manager, Ingegneri, Architetti, Creativi, Graphic Designer e molti altri professionisti; una realtà multidisciplinare che ti consentirà di sviluppare nuove skill e preziose abilità trasversali. Cosa ti offriamo Azienda altamente tecnologica e quasi del tutto paperless; contratto a tempo indeterminato; 14 mensilità (CCNL studi professionali); pacchetto di Welfare Aziendale volto a fornire al nostro team servizi, agevolazioni e iniziative che migliorino sensibilmente la vita in azienda; buoni pasto giornalieri da 8 €; flessibilità oraria; formazione continua; organizzazione orizzontale e trasversale di ruoli e competenze; ufficio in zona centrale, ben collegato con metropolitana e autobus; RAL prevista: in base alla seniority, dai 25k ai 35k. Se quel che hai letto fin qui ti ha incuriosito; se passione, condivisione e lavoro di squadra sono per
   te, come per noi, valori fondamentali, inviaci subito la tua candidatura. Entrando a far parte del team di ECTM conoscerai una realtà inclusiva e sinergica, volta all'interazione, alla crescita e all'innovazione. L'offerta di lavoro si intende rivolta all'uno e all'altro sesso in ottemperanza al D.Lgs. 198/2006. I candidati sono invitati a leggere l'informativa privacy - Regolamento (UE) 2016/679",Web Developer
"Cercasi ragazzo/a con competenze e una minima conoscenza riguardante il ruolo di Sviluppatore informatico, per una StartUp in fase di sviluppo. Per programmare e stabilire l'applicativo riguardante la StartUp.",Programmer
"Siamo il tuo compagno di viaggio nel mare dell'Information Technology. Grazie alla nostra specializzazione, all'agile recruitment e a un piano di onboarding personalizzato sulle tue esigenze, inizierai al meglio il tuo viaggio all'interno della nostra crew!
   CORPO DELL'ANNUNCIO

   Stiamo cercando un Sistemista Windows desideroso di utilizzare e accrescere le proprie capacità tecniche su un palcoscenico mondiale.

   Come System Administrator sarai responsabile della manutenzione, configurazione e funzionamento affidabile dei sistemi informatici; in particolare computer multiutente, come i server.

   Avrai la possibilità di gestire, a livello infrastrutturale, il buon governo dell'hardware e del software del sistema affinché essi funzionino in modo corretto, ovvero, affinché l'insieme dei servizi offerti dal sistema informativo possa essere erogato nella maniera più efficiente possibile agli utenti., Realizzare le procedure dell'area IT operation, inclusi sistemi operativi, strumenti di sicurezza, applicazioni, server, sistemi di posta elettronica.

   - Coltivare infrastrutture IT affidabili

   - Consentire processi aziendali più veloci e intelligenti e implementare analisi per approfondimenti significativi

   - Collaborare con partner interni ed esterni per comunicare lo stato del progetto, le attività e i risultati

   - Eseguire i task legati all'amministrazione di sistemi, security permission, group policy, ricerca degli event log e degli errori, resources monitoring

   - Aiutare a costruire, testare e mantenere nuovi server secondo necessità

   - Interagire con l'help desk e altri team per aiutare nella risoluzione dei problemi, identificare la causa principale e fornire supporto tecnico quando necessario

   - Eseguire controlli di routine / programmati sui sistemi, inclusi tutti i backup, Siamo un team affiatato e professionale che crede nell'innovazione e che fa dell'entusiasmo un punto di forza, come ingrediente essenziale dei propri successi.
   ISCS crede molto nei suoi valori ed è per questo che ogni giorno ci impegniamo nel raggiungimento di risultati sempre più ambiziosi, dimostrando spirito di iniziativa, determinazione, capacità di comunicazione e agilità mentale per affrontare, gestire e risolvere i problemi in team.",System Analyst
"Protom è, da più di 20 anni, una società di servizi avanzati ad alto profilo tecnologico, distinguendosi come player per la progettazione e lo sviluppo di soluzioni, consulenze, prodotti e percorsi di formazione a diversi clienti.
   - La risorsa verrà inserita in un contesto dinamico e giovanile, con propensione a lavorare in team e in sinergia con l'area Manager.
   - Protom tiene da sempre alle proprie risorse, investendo nelle loro conoscenze e competenze.",Web Developer
"La risorsa sarà inserita all'interno del team IT della società ed affiancherà direttamente il Team Leader nella realizzazione di software gestionali, CRM, E-commerce e Web App, occupandosi di analisi, sviluppo, manutenzione ed evoluzione di software ed applicativi e di supporto al coordinamento del team.",Web Developer
"Il Software Engineer progetta sistemi di controllo di sicurezza in ambito sollevamento, occupandosi inoltre dell'evoluzione dei processi produttivi e degli sviluppi delle tecnologie elettroniche in ambito ""sicurezza macchinari"".

   Principali mansioni:

   - Analisi del sistema e dei relativi sottosistemi

   -Valutazione ed analisi dei rischi delle funzioni di sicurezza

   - Scelta della componentistica elettronica necessaria, in cooperazione con hardware Engineer

   - Stesura delle specifiche funzionali del sistema di automazione

   - Scrittura del software e debugging al banco ed in cantiere

   - Supporto all'assistenza tecnica per fasi di debugging ""after sales""

   - Supporto alle attività di collaudo interno

   - Interfaccia con il dipartimento meccanico per valutare le interazioni tra le parti elettriche e meccaniche che compongono il sistema di sicurezza (tolleranze, giochi, etc)",Software Engineer
L'avvio dell'attività lavorativa sarà in smart working e proseguirà in questa modalità salvo differenti esigenze aziendali fino alla fine dell'emergenza sanitaria in corso.,Software Engineer
"La risorsa dovrà entrare a far parte del team di sviluppo per un'esperienza incentrata sulla condivisione e la crescita tecnologica, con l'obiettivo di essere coinvolto nella progettazione, nelle scelte architetturali e strutturali dei progetti a livello aziendale e sulla possibile introduzione di nuove tecnologie utili allo sviluppo dei nostri servizi.

   Caratteristiche del ruolo:

   Il candidato sarà inserito in un team impegnato nello sviluppo di applicazioni basate su tecnologia .NET, per l'estensione e personalizzazione di portali internet / intranet e realizzazione di servizi web in genere.",Programmer
"Profilo: Sistemisti Network & Security

   Località: Roma- A causa dell'emergenza Covid-19 il lavoro potrebbe iniziare in smartworking

   La risorsa ideale, lavorando in stretta sinergia con i componenti di un team, svolgerà attività sistemistica presso il cliente operante in ambito ICT.",System Analyst
"Attraverso processi di onboarding ed induction, acquisirai la nostra cultura d'impresa focalizzata sul valore delle persone. Farai parte della nostra realtà consolidata, entrerai in ambienti di lavoro stimolanti, dinamici e orientati all'innovazione ed avrai modo di crescere professionalmente.

   · Contratto di assunzione a tempo indeterminato (CCNL Metalmeccanico)

   · Benefit aziendali

   · Custom Academy.

   L'inquadramento contrattuale verrà valutato sulla base dell'effettiva esperienza maturata e sarà oggetto di valutazione già dal primo colloquio.",Web Developer
"Stiamo cercando uno specialista in ambito sviluppo con minima esperienza nella progettazione, gestione e mantenimento di siti web e applicativi in Java. Si richiede anche competenze in ambito di programmazione in linguaggi HTML5 Java e conoscenza di Database SQL.",Web Developer
"La figura si dovrà occupare di gestire ambienti AWS per un nostro importante cliente, fungendo da interfaccia di assistenza tecnica per il cliente al fine di comprendere le esigenze di change sulla piattaforma e sulle applicazioni, oltre ad essere un punto di riferimento in caso di incidenti.",System Analyst
"Job summary Parola chiave: digitalizzazione! Uno dei principali obiettivi di ECTM è rivoluzionare in chiave digitale il mondo dell'edilizia, andando a trasformare uno dei settori meno digitalizzati. Cerchiamo quindi un Programmatore proattivo, entusiasta e dinamico per progettare, sviluppare e gestire innovative architetture web articolate in microservizi. E non è finita qui. Se curiosità e passione per lo sviluppo tecnologico-digitale ti caratterizzano, in qualità di Programmatore potrai metterti alla prova nell'ideazione, nella creazione e nel lancio di soluzioni web innovative, dando vita a una visione inedita e non convenzionale di Rete al servizio dell'Edilizia e del settore ingegneristico. Lavorando in Agile supporterai la tua squadra nelle varie fasi di lavoro, raggiungendo con il team obiettivi a lungo termine. Sarai parte di ECTM e ne condividerai ambizioni e progressi sviluppando nuovi prodotti digitali. Cosa cerchiamo in te? Ecco le principali tecnologie che
   utilizzerai e i requisiti fondamentali per lavorare insieme a noi, senza mai smettere di creare, progettare, divertirti. Angular Laravel PHP Microservizi Mysql  Nice to have: docker, Redux, react.Credere nelle tue proposte e nelle tue scelte: ricorda che non lavorerai solo per ECTM ma insieme a ECTM. I progetti ai quali prenderai parte saranno anche frutto delle tue intuizioni. Capacità di proporre e trasmettere al tuo team di lavoro idee, opinioni e soluzioni. Propensione a costruire una visione strategica d'insieme delle varie mansioni che ti verranno assegnate. Capacità di comprendere e condividere con la tua squadra i feedback del responsabile senior e delle varie figure con le quali ti confronterai. È richiesta la presenza su Roma. Valuteremo la possibilità di remote working parziale più avanti, ora abbiamo bisogno di te qui!Team Il tuo team è attualmente composto da 5 programmatori coordinati da un Lead Developer. Ma non lavorerai solo con loro! I
   progetti ai quali prenderai parte infatti ti permetteranno di interfacciarti quotidianamente con Project Manager, Ingegneri, Architetti, Creativi, Graphic Designer e molti altri professionisti; una realtà multidisciplinare che ti consentirà di sviluppare nuove skill e preziose abilità trasversali. Cosa ti offriamo Azienda altamente tecnologica e quasi del tutto paperless; contratto a tempo indeterminato; 14 mensilità (CCNL studi professionali); pacchetto di Welfare Aziendale volto a fornire al nostro team servizi, agevolazioni e iniziative che migliorino sensibilmente la vita in azienda; buoni pasto giornalieri da 8 €; flessibilità oraria; formazione continua; organizzazione orizzontale e trasversale di ruoli e competenze; ufficio in zona centrale, ben collegato con metropolitana e autobus; RAL prevista: in base alla seniority, dai 25k ai 35k. Se quel che hai letto fin qui ti ha incuriosito; se passione, condivisione e lavoro di squadra sono per
   te, come per noi, valori fondamentali, inviaci subito la tua candidatura. Entrando a far parte del team di ECTM conoscerai una realtà inclusiva e sinergica, volta all'interazione, alla crescita e all'innovazione.",Web Developer
"VJTechnology , con sedi in Roma , Milano e Lecce, offre soluzioni informatiche e consulenza presso Clienti di vari settori produttivi su tutto il territorio nazionale, da erogarsi sia presso le sedi Cliente , che direttamente nei Laboratori VJT . La nostra Cultura poggia sull'idea che la crescita dell'azienda è basata sulla crescita dei professionisti che la compongono ed è per questo che i Talenti rappresentano il nostro investimento principale. Al momento siamo alla ricerca di un Senior Java/Spring Boot Developer con comprovata esperienza su architetture a microservizi Il candidato ideale sarà parte attiva del team e si occuperà di seguire e partecipare alle attività previste dai progetti su cui sarà coinvolto, seguito sia dai referenti del Cliente che dalla nostra struttura interna. Si richiedono inoltre precisione, attenzione al dettaglio e buona attitudine al lavoro in team. Sede di lavoro: Smart working / Roma Ai fini della selezione verranno prese in considerazione solo",Java Developer
"EC CONSULTING, società con oltre 20 anni di esperienza nella vendita di servizi informatici, ricerca per progetti sui propri clienti un analista/programmatore con 5/6 anni di esperienza in ambiente Microsoft.",Web Developer
"Lo sviluppatore del firmware è responsabile della progettazione e dello sviluppo del software del microcontrollore per applicazioni tecniche e del test del software in un ambiente simulato.

   Realizza risultati specifici nello sviluppo di nuovi prodotti, sostenendo i progetti di ingegneria e riduzione dei costi.

   Principali attività:

   Creare documentazione di progettazione, codifica e specifica a supporto delle specifiche definite

   Produrre codici volti alla qualità per soddisfare i requisiti definiti

   Partecipa alle revisioni del codice

   Partecipa attivamente alle discussioni e alle revisioni del design

   Analisi delle specifiche fornite dal Product Manager

   Abilità nella valutazione critica e propositiva delle specifiche stesse

   Sviluppo di Firmware per la programmazione di microprocessori utilizzando i linguaggi di programmazione Assembly e C

   Scrittura di nuovi codici ed eventuale revisione di codici già scritti.",Programmer
"Per il Team legato allo sviluppo stiamo selezionando un Back End Developer anche junior o alla prima esperienza.
   Gradita la conoscenza di LINUX.",Programmer
